"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YALI0_A19228g",1030.12167737613,0.870704703837215,0.302449046310808,2.87884757600606,0.00399131190134748,0.0206761543185923
"YALI0_A19404g",8449.37010275164,-0.31842594665879,0.0900575671861373,-3.53580444828856,0.000406535505822656,0.00346556316659224
"YALI0_A19426g",160987.090440402,0.858972283235908,0.304645483877504,2.8195799008834,0.00480865577003697,0.0238533246354212
"YALI0_A19448g",22338.7670077862,0.75223744448491,0.191534704995293,3.92742111411819,8.58615694173821e-05,0.00100211239624659
"YALI0_A19470g",68863.7097697026,0.370244314890407,0.107764444682231,3.43568155510067,0.000591065278203156,0.00464966780915963
"YALI0_A19536g",1878.39579635911,-1.4551050837184,0.31746696754262,-4.58348499997265,4.57289702434973e-06,8.52350972724523e-05
"YALI0_A19558g",546.972824961393,-1.09735515352914,0.292319438459229,-3.75395888591308,0.0001740634263591,0.00171544265089024
"YALI0_A19580g",3184.91631368344,-0.785618928483318,0.146735049367227,-5.35399641647432,8.60325644368936e-08,2.90242198729639e-06
"YALI0_A19668g",21577.4130782097,0.325052570930411,0.129544643327668,2.50919345316524,0.0121007193935457,0.0477619197948974
"YALI0_A19690g",44590.414703891,0.566363400888019,0.190653306140976,2.97064557836321,0.00297174520764786,0.0162905450711885
"YALI0_A19712g",5043.10370930777,0.49061913157211,0.16716618700441,2.93491848060857,0.00333635327030928,0.0179127565526265
"YALI0_A19756g",12000.1143192018,0.312495927250152,0.0932208403396884,3.35221100894869,0.000801688905521077,0.00591539985673386
"YALI0_A19844g",17779.1125085415,-0.971798194590666,0.217203877784257,-4.47412912008841,7.67233709141309e-06,0.000130651503255995
"YALI0_A19866g",138.987487499478,-2.02943146314608,0.39628842165569,-5.12109704004759,3.03763268953736e-07,8.57391458262002e-06
"YALI0_A19888g",11950.2916320511,-0.458026470801092,0.160666662018475,-2.85078724513753,0.00436111393692942,0.0220941209095642
"YALI0_A19910g",1618.16279156743,-1.60490942787521,0.161999321915148,-9.90688978757474,3.88553702445141e-23,1.1976284801275e-20
"YALI0_A19932g",1329.08441968142,-0.799511563343308,0.143520898583832,-5.5706978651357,2.53720987247079e-08,9.8746683306637e-07
"YALI0_A19976g",11073.6213116696,0.384778868664916,0.113104848058499,3.40196618685969,0.00066902914847882,0.00512619961111286
"YALI0_A19998g",6632.74400485405,-0.331419354321527,0.110899671889713,-2.98846108986793,0.00280386199442717,0.0157002379720979
"YALI0_A20130g",273.372907127231,-0.696760175760669,0.207572545366038,-3.35670680596023,0.000788767074055471,0.00584431562071592
"YALI0_A20152g",300.278509404724,-1.20371846542778,0.318443561172977,-3.78000566566307,0.000156824790153644,0.00158957982366496
"YALI0_A20207g",3181.79287074341,-0.541223082501824,0.148495437809298,-3.64471185435931,0.000267691549768853,0.0024687804205372
"YALI0_A20273g",5139.66746190573,-0.7114189513603,0.11122135152476,-6.39642426213393,1.59057670490238e-10,9.71684741976853e-09
"YALI0_A20350g",3032.57363031999,-1.29769918931478,0.353015309677107,-3.67604223879623,0.000236880319204095,0.0022034093889204
"YALI0_A20394g",5397.82872133877,-0.701290114671563,0.0948965670912034,-7.39004725005031,1.46776646313057e-13,1.48551110246096e-11
"YALI0_A20438g",476.497747977492,-1.60536684606157,0.193615411995725,-8.29152405541465,1.11806514708917e-16,1.64817386139384e-14
"YALI0_A20746g",229146.406803688,0.425664118823889,0.139180679720551,3.05835637301488,0.00222554734989187,0.0131229883301015
"YALI0_A20790g",6180.3163312049,1.10012071755118,0.1418385511089,7.75614745744644,8.7548223771712e-15,1.0415166761333e-12
"YALI0_A20812g",63.6365292955181,-1.45851133522022,0.420052351837977,-3.47221323446558,0.000516186157614095,0.0041620194230454
"YALI0_A20966g",3331.24353750987,0.488962834042356,0.16348101020326,2.99094575837534,0.00278114889240768,0.015624664987089
"YALI0_A21351g",83401.3296753774,-0.985816263665267,0.299964616583514,-3.2864418306844,0.0010146172708155,0.00711491180289543
"YALI0_A21373g",911.495033909166,-1.78083694117704,0.179663173207201,-9.91208665296833,3.6886062235758e-23,1.19106851438417e-20
"YALI0_A21417g",24967.2928337496,1.35071970187418,0.223890839771446,6.03293865552083,1.61004547583007e-09,8.14755102358484e-08
"YALI0_B00462g",6082.15900401044,-0.71400081246994,0.234412855545697,-3.04591150006596,0.00231976104269318,0.0135489230236886
"YALI0_B00638g",1114.77116409673,0.326144972741445,0.122873232421093,2.6543207687719,0.00794682439382747,0.0349691214889968
